GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2021
" ""02050""","Bethel Census Area, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,96.266
" ""02050""","Bethel Census Area, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,723486
" ""02060""","Bristol Bay Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,121530
" ""02060""","Bristol Bay Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,110.151
" ""02060""","Bristol Bay Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,148048
" ""02063""","Chugach Census Area, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,(NA)
" ""02063""","Chugach Census Area, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,(NA)
" ""02063""","Chugach Census Area, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2042863
" ""02066""","Copper River Census Area, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,(NA)
" ""02066""","Copper River Census Area, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,(NA)
" ""02066""","Copper River Census Area, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,133945
" ""02068""","Denali Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,236319
" ""02068""","Denali Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,118.118
" ""02068""","Denali Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,286296
" ""02070""","Dillingham Census Area, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,216293
" ""02070""","Dillingham Census Area, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,92.772
" ""02070""","Dillingham Census Area, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,267597
" ""02090""","Fairbanks North Star Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5286112
" ""02090""","Fairbanks North Star Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,94.578
" ""02090""","Fairbanks North Star Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6477984
" ""02100""","Haines Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,91810
" ""02100""","Haines Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.134
" ""02100""","Haines Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,116205
" ""02105""","Hoonah-Angoon Census Area, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,86047
" ""02105""","Hoonah-Angoon Census Area, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,114.951
" ""02105""","Hoonah-Angoon Census Area, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,97008
" ""02110""","Juneau City and Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2228455
" ""02110""","Juneau City and Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,95.353
" ""02110""","Juneau City and Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2682516
" ""02122""","Kenai Peninsula Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2657093
" ""02122""","Kenai Peninsula Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,97.943
" ""02122""","Kenai Peninsula Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3070355
" ""02130""","Ketchikan Gateway Borough, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,755944
" ""02130""","Ketchikan Gateway Borough, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,89.519
" ""02130""","Ketchikan Gateway Borough, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,957850
" ""02150""","Kodiak Island Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,685696
" ""02150""","Kodiak Island Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,91.622
" ""02150""","Kodiak Island Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,848359
" ""02158""","Kusilvak Census Area, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,137336
" ""02158""","Kusilvak Census Area, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.837
" ""02158""","Kusilvak Census Area, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,173275
" ""02164""","Lake and Peninsula Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,93567
" ""02164""","Lake and Peninsula Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.961
" ""02164""","Lake and Peninsula Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,114731
" ""02170""","Matanuska-Susitna Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2683216
" ""02170""","Matanuska-Susitna Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,117.186
" ""02170""","Matanuska-Susitna Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3378629
" ""02180""","Nome Census Area, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,397390
" ""02180""","Nome Census Area, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,102.648
" ""02180""","Nome Census Area, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,480920
" ""02185""","North Slope Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,8652395
" ""02185""","North Slope Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,53.967
" ""02185""","North Slope Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,6885164
" ""02188""","Northwest Arctic Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,588940
" ""02188""","Northwest Arctic Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,98.655
" ""02188""","Northwest Arctic Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,634546
" ""02195""","Petersburg Borough, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,181657
" ""02195""","Petersburg Borough, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,96.452
" ""02195""","Petersburg Borough, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,204797
" ""02198""","Prince of Wales-Hyder Census Area, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,244443
" ""02198""","Prince of Wales-Hyder Census Area, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,119.478
" ""02198""","Prince of Wales-Hyder Census Area, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,275582
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,(NA)
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,(NM)
" ""02201""","Prince of Wales-Outer Ketchikan Census Area, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,(NA)
" ""02220""","Sitka City and Borough, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,407000
" ""02220""","Sitka City and Borough, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,83.495
" ""02220""","Sitka City and Borough, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,513094
" ""02230""","Skagway Municipality, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,67785
" ""02230""","Skagway Municipality, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,76.262
" ""02230""","Skagway Municipality, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,76420
" ""02232""","Skagway-Hoonah-Angoon Census Area, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,(NA)
" ""02232""","Skagway-Hoonah-Angoon Census Area, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,(NM)
" ""02232""","Skagway-Hoonah-Angoon Census Area, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,(NA)
" ""02240""","Southeast Fairbanks Census Area, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,687226
" ""02240""","Southeast Fairbanks Census Area, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,110.756
" ""02240""","Southeast Fairbanks Census Area, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,760172
" ""02261""","Valdez-Cordova Census Area, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,(NA)
" ""02261""","Valdez-Cordova Census Area, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,(NA)
" ""02261""","Valdez-Cordova Census Area, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,(NA)
" ""02275""","Wrangell City and Borough, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,80816
" ""02275""","Wrangell City and Borough, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,103.027
" ""02275""","Wrangell City and Borough, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,91110
" ""02280""","Wrangell-Petersburg Census Area, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,(NA)
" ""02280""","Wrangell-Petersburg Census Area, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,(NM)
" ""02280""","Wrangell-Petersburg Census Area, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,(NA)
" ""02282""","Yakutat City and Borough, AK*",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,35990
" ""02282""","Yakutat City and Borough, AK*",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,102.837
" ""02282""","Yakutat City and Borough, AK*",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,43861
" ""02290""","Yukon-Koyukuk Census Area, AK",8,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,277461
" ""02290""","Yukon-Koyukuk Census Area, AK",8,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,70.292
" ""02290""","Yukon-Koyukuk Census Area, AK",8,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,354226
" ""04000""",Arizona,6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,347656001
" ""04000""",Arizona,6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,128.078
" ""04000""",Arizona,6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,420026672
" ""04001""","Apache, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2166490
" ""04001""","Apache, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,83.476
" ""04001""","Apache, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2720216
" ""04003""","Cochise, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,4488149
" ""04003""","Cochise, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,101.328
" ""04003""","Cochise, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,5399087
" ""04005""","Coconino, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,6855346
" ""04005""","Coconino, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,108.756
" ""04005""","Coconino, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,8444850
" ""04007""","Gila, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1879863
" ""04007""","Gila, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,99.169
" ""04007""","Gila, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2147803
" ""04009""","Graham, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1206104
" ""04009""","Graham, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,139.36
" ""04009""","Graham, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,1546301
" ""04011""","Greenlee, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2110512
" ""04011""","Greenlee, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,138.776
" ""04011""","Greenlee, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2172860
" ""04012""","La Paz, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,717494
" ""04012""","La Paz, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,116.579
" ""04012""","La Paz, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,877143
" ""04013""","Maricopa, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,252098319
" ""04013""","Maricopa, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,133.761
" ""04013""","Maricopa, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,304496668
" ""04015""","Mohave, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,5634375
" ""04015""","Mohave, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,123.408
" ""04015""","Mohave, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,7037905
" ""04017""","Navajo, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,2676086
" ""04017""","Navajo, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,90.711
" ""04017""","Navajo, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,3309321
" ""04019""","Pima, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,41618243
" ""04019""","Pima, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,113.301
" ""04019""","Pima, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,50231611
" ""04021""","Pinal, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,9613026
" ""04021""","Pinal, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,130.724
" ""04021""","Pinal, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,11593918
" ""04023""","Santa Cruz, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1838905
" ""04023""","Santa Cruz, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,117.852
" ""04023""","Santa Cruz, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,2274933
" ""04025""","Yavapai, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,7193227
" ""04025""","Yavapai, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,129.585
" ""04025""","Yavapai, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,8796885
" ""04027""","Yuma, AZ",6,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,7521194
" ""04027""","Yuma, AZ",6,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,124.689
" ""04027""","Yuma, AZ",6,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,8977170
" ""05000""",Arkansas,5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,123347316
" ""05000""",Arkansas,5,CAGDP1,2,...,Chain-type quantity indexes for real GDP ,Quantity index,113.692
" ""05000""",Arkansas,5,CAGDP1,3,...,Current-dollar GDP (thousands of current dollars) ,Thousands of dollars,148676113
" ""05001""","Arkansas, AR",5,CAGDP1,1,...,Real GDP (thousands of chained 2012 dollars) ,Thousands of chained 2012 dollars,1052969
