GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
" ""01095""","Marshall, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,93136,93984,94416,94575,94544,94935,95535,96066,96774,97362,97696,98316,99423
" ""01095""","Marshall, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29709,29648,30789,31076,32093,34050,33615,34556,35648,37683,41147,45298,45892
" ""01097""","Mobile, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,13172084,13917012,13787418,13961020,14275921,14862860,14959196,15237819,15723309,16308421,17575062,19565291,19577510
" ""01097""","Mobile, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,413376,413364,414319,414631,415082,415613,416297,415501,415734,415135,414353,413017,411411
" ""01097""","Mobile, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31865,33668,33277,33671,34393,35761,35934,36673,37821,39285,42416,47372,47586
" ""01099""","Monroe, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,627452,621981,617477,629957,646875,672526,674047,679368,688619,705532,763078,823450,798999
" ""01099""","Monroe, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,22985,22700,22406,21924,21605,21325,21087,20759,20435,20027,19704,19557,19404
" ""01099""","Monroe, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,27298,27400,27559,28734,29941,31537,31965,32726,33698,35229,38727,42105,41177
" ""01101""","Montgomery, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,8190027,8562633,8517142,8563079,8771440,9117897,9359460,9582023,9748649,9919317,10529239,11158054,11136712
" ""01101""","Montgomery, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,229598,229717,229819,229547,229320,229480,229845,230349,229840,229659,228322,226953,226361
" ""01101""","Montgomery, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35671,37275,37060,37304,38250,39733,40721,41598,42415,43192,46116,49165,49199
" ""01103""","Morgan, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,3873965,3951655,4037910,4078113,4251357,4348315,4381746,4524951,4727652,4966028,5279542,5707082,5738903
" ""01103""","Morgan, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,119728,120489,120925,120742,120953,121113,121225,121413,122037,122804,123288,123403,124211
" ""01103""","Morgan, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32356,32797,33392,33775,35149,35903,36146,37269,38739,40439,42823,46248,46203
" ""01105""","Perry, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,275791,279857,271872,279189,260644,273832,277244,283619,276975,284304,318879,332635,307674
" ""01105""","Perry, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,10557,10418,10107,9921,9701,9519,9384,9130,8856,8727,8458,8317,8035
" ""01105""","Perry, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,26124,26863,26899,28141,26868,28767,29544,31065,31275,32578,37701,39995,38292
" ""01107""","Pickens, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,573263,566604,595321,612685,615130,642234,625221,654359,657473,697481,744224,795575,797687
" ""01107""","Pickens, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,19732,19270,19159,19085,19976,20399,19885,19703,19364,19285,18922,18615,18697
" ""01107""","Pickens, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29052,29403,31073,32103,30793,31484,31442,33211,33953,36167,39331,42738,42664
" ""01109""","Pike, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1042810,1062406,1043328,1032936,1098730,1151406,1163790,1194530,1226773,1249025,1347047,1487372,1543917
" ""01109""","Pike, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,32973,33037,33235,33743,33235,33540,33564,33469,33420,33066,32906,32740,33014
" ""01109""","Pike, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,31626,32158,31392,30612,33059,34329,34674,35691,36708,37774,40936,45430,46766
" ""01111""","Randolph, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,633150,602523,626208,643172,681281,718738,698603,724358,747901,766717,806492,924518,957371
" ""01111""","Randolph, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,22914,22637,22338,22264,21981,22128,21952,22044,21993,21940,22092,22199,22479
" ""01111""","Randolph, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,27632,26617,28033,28888,30994,32481,31824,32860,34006,34946,36506,41647,42590
" ""01113""","Russell, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1515165,1624126,1678513,1695412,1718877,1784083,1804445,1851384,1860026,1942430,2123480,2322303,2251542
" ""01113""","Russell, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,53350,55004,57774,59553,59746,59480,58919,57847,58754,59020,59259,58668,58555
" ""01113""","Russell, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,28400,29527,29053,28469,28770,29995,30626,32005,31658,32911,35834,39584,38452
" ""01115""","St. Clair, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2494895,2601329,2775850,2789762,2930976,3072212,3154103,3298383,3513059,3729177,3980621,4374641,4514142
" ""01115""","St. Clair, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,83602,84070,84919,86034,86277,86895,87730,88436,89357,90316,91652,92903,93932
" ""01115""","St. Clair, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29843,30942,32688,32426,33972,35355,35952,37297,39315,41290,43432,47088,48058
" ""01117""","Shelby, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,8283242,8845567,9325286,9566806,10020179,10559963,10809408,11277618,11877859,12648206,13278982,14674268,15510946
" ""01117""","Shelby, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,196090,198240,201444,204811,207297,210232,212960,215515,217779,220325,223881,227428,230115
" ""01117""","Shelby, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,42242,44620,46292,46710,48337,50230,50758,52329,54541,57407,59313,64523,67405
" ""01119""","Sumter, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,363744,361327,376066,399232,386916,388204,387360,385806,384072,401666,436901,465273,456786
" ""01119""","Sumter, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,13732,13502,13464,13426,13312,13257,13024,12814,12726,12429,12196,11961,11853
" ""01119""","Sumter, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,26489,26761,27931,29736,29065,29283,29742,30108,30180,32317,35823,38899,38538
" ""01121""","Talladega, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2281986,2345414,2414709,2425869,2527023,2574743,2621069,2652956,2741781,2885066,3080474,3320410,3327474
" ""01121""","Talladega, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,82228,82142,82653,82296,82453,82278,81909,81704,81940,82156,81428,80483,80704
" ""01121""","Talladega, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,27752,28553,29215,29477,30648,31293,32000,32470,33461,35117,37831,41256,41231
" ""01123""","Tallapoosa, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1354625,1362307,1395955,1410501,1420970,1512932,1548658,1575422,1633447,1730142,1842218,1972411,1998208
" ""01123""","Tallapoosa, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,41508,41555,41313,41403,41372,41209,41299,41426,41461,41353,41286,41132,40977
" ""01123""","Tallapoosa, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32635,32783,33790,34068,34346,36714,37499,38030,39397,41838,44621,47953,48764
" ""01125""","Tuscaloosa, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,6308126,6568005,6796347,6865659,7142747,7357977,7477960,7806229,8092333,8474050,9061640,9653895,9762993
" ""01125""","Tuscaloosa, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,195368,198617,202225,206087,209712,213055,216498,219267,221687,225154,231534,235668,236780
" ""01125""","Tuscaloosa, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,32288,33069,33608,33314,34060,34536,34541,35601,36503,37637,39137,40964,41232
" ""01127""","Walker, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,2215043,2286001,2287930,2263247,2338599,2412949,2380326,2467279,2545706,2687098,2791266,2972551,3004530
" ""01127""","Walker, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,67047,66842,66569,66449,66209,66000,65802,65356,65320,65495,65132,64629,64339
" ""01127""","Walker, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,33037,34200,34369,34060,35321,36560,36174,37751,38973,41028,42856,45994,46698
" ""01129""","Washington, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,524642,525184,531301,537342,552726,564585,567938,576149,589425,603307,617100,667400,660167
" ""01129""","Washington, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,17609,17266,16988,16672,16573,16467,16179,15993,15782,15662,15327,15234,15122
" ""01129""","Washington, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,29794,30417,31275,32230,33351,34286,35103,36025,37348,38520,40262,43810,43656
" ""01131""","Wilcox, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,299387,303818,303305,335358,310437,320913,326940,332695,341705,352483,375180,408462,401160
" ""01131""","Wilcox, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,11568,11481,11382,11258,11092,11074,11066,10939,10858,10688,10432,10331,10059
" ""01131""","Wilcox, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,25881,26463,26648,29788,27987,28979,29545,30414,31470,32979,35964,39538,39881
" ""01133""","Winston, AL",5,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,677877,678360,688587,692032,725029,755298,753935,786435,801907,845816,925106,995778,1040110
" ""01133""","Winston, AL",5,CAINC1,2,...,Population (persons) 1/,Number of persons,24413,24363,24195,24191,24142,23930,23911,23753,23689,23698,23488,23672,23755
" ""01133""","Winston, AL",5,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,27767,27844,28460,28607,30032,31563,31531,33109,33851,35691,39386,42066,43785
" ""02000""",Alaska,8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,35374322,37870572,38997090,38565077,40642115,41918639,41285498,41919375,43522749,44507583,45366320,48207950,50349667
" ""02000""",Alaska,8,CAINC1,2,...,Population (persons) 1/,Number of persons,714014,722511,731106,738057,737638,739127,743410,741949,737717,734823,732923,734182,733583
" ""02000""",Alaska,8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,49543,52415,53340,52252,55098,56714,55535,56499,58997,60569,61898,65662,68635
" ""02010""","Aleutian Islands Census Area, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02010""","Aleutian Islands Census Area, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02010""","Aleutian Islands Census Area, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA)
" ""02013""","Aleutians East Borough, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,112274,120582,120264,129089,133578,165850,191326,200602,192045,202909,195259,201226,217059
" ""02013""","Aleutians East Borough, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,3167,3262,3301,3351,3354,3382,3364,3457,3405,3370,3425,3424,3398
" ""02013""","Aleutians East Borough, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,35451,36966,36433,38523,39826,49039,56875,58028,56401,60210,57010,58769,63878
" ""02016""","Aleutians West Census Area, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,225097,255240,281342,283289,299213,297307,306233,294135,305957,315734,326850,327531,354746
" ""02016""","Aleutians West Census Area, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,5549,5526,5573,5621,5617,5529,5422,5416,5293,5271,5222,5155,5122
" ""02016""","Aleutians West Census Area, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,40565,46189,50483,50398,53269,53772,56480,54309,57804,59900,62591,63537,69259
" ""02020""","Anchorage Municipality, AK",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,16604267,17438447,17760535,17395186,18194339,18812630,18446135,18629102,19242734,19398914,19710277,20881987,21681255
" ""02020""","Anchorage Municipality, AK",8,CAINC1,2,...,Population (persons) 1/,Number of persons,293845,297125,299593,302945,302145,300187,300301,297688,294257,292006,290866,288702,287145
" ""02020""","Anchorage Municipality, AK",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,56507,58691,59282,57420,60217,62670,61425,62579,65394,66433,67764,72331,75506
" ""02050""","Bethel Census Area, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,584253,637284,664529,657304,705761,719284,735652,760016,815785,828201,853520,865498,889120
" ""02050""","Bethel Census Area, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,17086,17441,17698,17918,18043,18073,18142,18248,18434,18685,18673,18599,18257
" ""02050""","Bethel Census Area, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,34195,36539,37548,36684,39116,39799,40550,41649,44254,44324,45709,46535,48700
" ""02060""","Bristol Bay Borough, AK",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,70934,80989,89703,103026,107684,97323,104092,105817,121728,117885,115645,131155,136277
" ""02060""","Bristol Bay Borough, AK",8,CAINC1,2,...,Population (persons) 1/,Number of persons,1003,1036,991,968,970,931,936,902,919,881,829,841,865
" ""02060""","Bristol Bay Borough, AK",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,70722,78175,90518,106432,111014,104536,111209,117314,132457,133808,139499,155951,157546
" ""02063""","Chugach Census Area, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),434744,477000,486137
" ""02063""","Chugach Census Area, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),7077,6943,6874
" ""02063""","Chugach Census Area, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),61431,68702,70721
" ""02066""","Copper River Census Area, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),128246,149295,155928
" ""02066""","Copper River Census Area, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2616,2611,2589
" ""02066""","Copper River Census Area, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),49024,57179,60227
" ""02068""","Denali Borough, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,114299,128075,136942,140342,150101,150512,157797,164330,171669,172303,142936,171779,191269
" ""02068""","Denali Borough, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,1828,1820,1810,1796,1728,1702,1769,1755,1666,1687,1614,1594,1585
" ""02068""","Denali Borough, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,62527,70371,75659,78141,86864,88432,89201,93635,103043,102136,88560,107766,120674
" ""02070""","Dillingham Census Area, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,208575,229075,237122,243616,264395,267572,269499,282318,292027,283406,278108,275473,287650
" ""02070""","Dillingham Census Area, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,4850,4948,4949,4977,4983,4990,4972,4938,5008,4938,4835,4774,4723
" ""02070""","Dillingham Census Area, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,43005,46296,47913,48948,53059,53622,54203,57173,58312,57393,57520,57703,60904
" ""02090""","Fairbanks North Star Borough, AK",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,4600079,5048355,5104024,4923446,5127407,5281037,5247243,5322940,5544411,5647682,5758789,6232535,6464225
" ""02090""","Fairbanks North Star Borough, AK",8,CAINC1,2,...,Population (persons) 1/,Number of persons,98262,98101,100297,100913,99236,99607,100639,99641,98443,96755,95328,95528,95356
" ""02090""","Fairbanks North Star Borough, AK",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,46814,51461,50889,48789,51669,53019,52139,53421,56321,58371,60410,65243,67790
" ""02100""","Haines Borough, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,103691,116013,117240,125740,132702,143936,143511,155971,171329,175514,158166,163065,176124
" ""02100""","Haines Borough, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,2487,2505,2455,2384,2329,2244,2205,2153,2086,2088,2086,2074,2056
" ""02100""","Haines Borough, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,41693,46313,47756,52743,56978,64143,65084,72444,82133,84058,75823,78623,85663
" ""02105""","Hoonah-Angoon Census Area, AK*",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,88045,94874,100189,107891,115665,120126,115938,125511,131543,133124,130677,137918,152994
" ""02105""","Hoonah-Angoon Census Area, AK*",8,CAINC1,2,...,Population (persons) 1/,Number of persons,2106,2105,2154,2175,2178,2235,2245,2288,2314,2342,2362,2339,2287
" ""02105""","Hoonah-Angoon Census Area, AK*",8,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,41807,45071,46513,49605,53106,53748,51643,54856,56847,56842,55325,58965,66897
" ""02110""","Juneau City and Borough, AK",8,CAINC1,1,...,Personal income (thousands of dollars) ,Thousands of dollars,1726908,1872852,1967921,1947722,2002493,2041053,2060665,2110045,2209874,2267471,2275370,2393279,2491441
